CUSTOMERID,CardAccountNumber,CardNumber,isActive
H-4796056,GHXJ4847,4472-1126-719-1053,1
H-4797114,DTSZ3842,4472-7987-1131-8233,1
H-4819445,GHLS7116,4472-7684-1767-8817,1
H-4824321,TSNT4223,4472-5925-9650-3393,1
H-4824801,OWJX9713,4472-3097-1280-1014,1
H-4828917,HNDI8759,4472-9061-5904-4290,1
H-4840570,EWLO5751,4472-469-7325-642,1
H-4853192,HAOT5623,4472-7632-7705-6312,1
H-4854844,WGYO1629,4472-7563-5557-4833,1
H-4856973,MCEM7507,4472-8202-633-3135,1
H-4870118,HAVU8200,4472-8567-943-4441,1
H-4876747,DDJG7477,4472-4457-911-5027,1
H-4888993,KHIR7775,4472-6352-1996-1949,1
H-4889180,EAPF6737,4472-5915-5052-5712,1
H-4904742,TULY6042,4472-3981-4405-7072,1
H-4917218,HQST2234,4472-2251-9290-4325,1
H-4918672,LPES4851,4472-8737-1532-9964,1
H-4920494,PQML4575,4472-4140-3954-9020,1
H-4921280,SBSW2797,4472-4979-8157-9116,1
H-4922900,SKIV8466,4472-1273-9126-7465,1
H-4931628,CNPP9871,4472-1707-3524-1350,1
H-4934636,SSEA4440,4472-2600-994-8883,1
H-4939473,QBSW1359,4472-1823-6604-4546,1
H-4941193,JOMC3177,4472-243-881-252,1
H-4942348,EOYZ1306,4472-2021-6103-1964,1
H-4944156,BJWN3949,4472-8425-8167-9525,1
H-4945418,ZWKM2237,4472-2264-3100-481,1
H-4949966,KUHZ9296,4472-665-6261-643,1
H-4953283,FTXH3881,4472-9997-7904-4204,1
H-4955327,VREI9688,4472-7862-5680-1959,1
H-4962580,BJYL6229,4472-6285-4523-388,1
H-4962963,KIDW2155,4472-4960-4868-8770,1
H-4963106,AKOG1730,4472-1722-8521-9036,1
H-4976563,DPTL9945,4472-9656-5541-4031,1
H-5007172,HEPB1606,4472-9817-3816-6520,1
H-5015303,WTZM5973,4472-7073-5581-3907,1
H-5024687,IIZM1997,4472-4333-2837-4326,1
H-5039676,IKCL3112,4472-5224-9307-7556,1
H-5047543,VGIO9860,4472-5639-3740-4531,1
H-5077863,MSOU2115,4472-9492-7444-5021,1
H-5092754,NKNR9396,4472-3892-6517-7124,1
H-5095316,CVOA3446,4472-3930-2449-9472,1
H-5096862,AXBE8097,4472-890-3259-2626,1
H-5101611,OXLG9437,4472-3218-9362-894,1
H-5116141,ISXA7730,4472-5413-5830-9827,1
H-5154379,CSSQ5514,4472-2725-1093-805,1
H-5158424,CJNE2970,4472-8954-5770-2486,1
H-5165493,EVCU3600,4472-5012-6424-4244,1
H-5167353,NTXZ3092,4472-7599-2333-7575,1
H-5171889,SSPZ3524,4472-1891-3085-8849,1
H-5177864,VOLA6468,4472-857-1675-2070,1
H-5179124,RZGS9232,4472-2818-2495-3165,1
H-5180800,QMEL4832,4472-6442-2708-7506,1
H-5192819,VDLG2231,4472-6083-6125-3386,1
H-5194991,UETC3514,4472-86-4035-3945,1
H-5201151,MMIP4537,4472-2125-9106-6840,1
H-5228537,PVUD3580,4472-6530-2471-3502,1
H-5246793,AXLC5690,4472-1181-2548-499,1
H-5253656,AKPR6336,4472-6399-5947-2836,1
H-5254130,QVCQ4071,4472-2181-2839-3463,1
H-5269266,DSMK3178,4472-5201-2636-5656,1
H-5286047,QQIJ2319,4472-9555-5229-4830,1
H-5296126,JIKB3177,4472-6669-2578-2943,1
H-5298296,QSWS1144,4472-2811-6548-8164,1
H-5303525,AUBX9779,4472-371-4493-468,1
H-5307917,UARO4183,4472-7896-6621-476,1
H-5315284,ICVV9550,4472-6921-339-527,1
H-5333193,PQLH1430,4472-2868-7946-4182,1
H-5335823,XIBZ6986,4472-30-3705-920,1
H-5348032,KMDL1230,4472-5568-6100-9331,1
H-5353347,VMEP2210,4472-8367-6168-1793,1
H-5358930,NOSO7992,4472-5282-5202-4858,1
H-5378333,FXLT5782,4472-5069-6007-6433,1
H-5388937,LIIX2553,4472-4433-885-5350,1
H-5389866,JZMS7806,4472-2757-6015-511,1
H-5394025,VWBE2125,4472-3853-1890-1079,1
H-5411305,RHTY5859,4472-3019-9711-798,1
H-5433499,DLWO8186,4472-3286-2526-986,1
H-5437400,EBYW1864,4472-642-8272-508,1
H-5442040,MWKD8637,4472-5996-5-2731,1
H-5463774,QOLP5983,4472-1944-459-5672,1
H-5465941,CDOK7080,4472-9218-9683-6034,1
H-5465941,CDOK7080,4472-78-2712-9715,0
H-5471897,PDOS4371,4472-8623-5441-1137,1
H-5488467,JQZM7332,4472-6830-890-360,1
H-5491912,GWES1172,4472-2831-2386-7264,1
H-5501643,SSEX9865,4472-7367-6094-1019,1
H-5515377,DCLB1609,4472-1435-8482-4585,1
H-5516197,MCKK7751,4472-3898-7469-5222,1
H-5542382,CKFG5414,4472-9615-8325-9659,1
H-5544076,JNJC9806,4472-5434-1676-1113,1
H-5545991,VMFQ7866,4472-8712-7369-6260,1
H-5554534,AWXG6994,4472-7921-8416-4085,1
H-5558616,HTAK3108,4472-8265-350-425,1
H-5578452,DFNR8195,4472-146-5029-3580,1
H-5591978,YWAV5257,4472-6948-6859-8393,1
H-5594968,AODH1357,4472-3638-7313-9613,1
H-5597040,YJLB9693,4472-7041-4946-1504,1
H-5607528,OLLW3809,4472-8490-5903-289,1
H-5609232,HHGH4553,4472-7366-6815-4149,1
H-5616732,HVLV8687,4472-4535-6278-3381,1
H-5624577,XDLR5891,4472-8150-6556-8886,1
H-5629095,PITJ7522,4472-3576-7185-1226,1
H-5651119,QNLA6588,4472-6775-1956-429,1
H-5656862,DYUN1702,4472-5634-2268-7872,1
H-5657962,DGLN3964,4472-3869-5345-8790,1
H-5659129,DDMO5996,4472-2615-6972-693,1
H-5662268,BNWB2838,4472-6048-3931-3921,1
H-5681329,BEIK7408,4472-7900-6804-9350,1
H-5691594,YSHJ6036,4472-8378-305-8584,1
H-5691946,KJTU5247,4472-8458-6872-1237,1
H-5696886,LPDB5875,4472-5464-9159-1112,1
H-5707019,MPGJ1626,4472-1178-7899-8048,1
H-5707346,FLHC4720,4472-3754-5442-2195,1
H-5724607,PZZU4741,4472-1841-7741-9233,1
H-5739456,IJAO7787,4472-9377-9517-1675,1
H-5743212,TITF8915,4472-8598-6630-9676,1
H-5747948,LPJJ2769,4472-2513-3257-2206,1
H-5752110,DQZL5999,4472-629-976-4392,1
H-5757601,INPL4652,4472-2232-2502-5325,1
H-5760817,DJZM6696,4472-6770-7481-1326,1
H-5761921,YBZI4705,4472-6584-4703-9920,1
H-5763907,UINU7757,4472-3936-2947-7146,1
H-5780273,NOVG6073,4472-4750-5554-7593,1
H-5788596,JNPC4047,4472-6058-4373-2369,1
H-5795586,RACS9250,4472-5879-9966-8874,1
H-5804920,QBDK2866,4472-3299-2406-1363,1
H-5808833,JHMF7897,4472-3398-6190-5700,1
H-5825601,DJSD1261,4472-5956-292-3600,1
H-5825601,DJSD1261,4472-7058-4766-8179,0
H-5830922,MVOV2015,4472-6930-7755-7791,1
H-5838881,OTEN2698,4472-1721-3278-8147,1
H-5848729,CKFN6426,4472-6742-5447-939,1
H-5850043,SNEE5560,4472-5587-827-201,1
H-5861391,KWWY3655,4472-2953-3731-1639,1
H-5865843,AOFL8132,4472-6990-3402-1920,1
H-5866638,ISRZ5614,4472-3006-916-5616,1
H-5882634,CYAT6349,4472-8906-2445-5063,1
H-5888686,GYYE4762,4472-1430-8049-6907,1
H-5892882,YDUJ9597,4472-5195-3869-2515,1
H-5900267,GNKD1775,4472-4400-5735-3627,1
H-5901481,VLLG5544,4472-4081-692-4335,1
H-5901916,BIPU9548,4472-463-6023-2577,1
H-5903325,EXAE8455,4472-272-361-6689,1
H-5903325,EXAE8455,4472-3568-9053-5469,0
H-5922284,CQES3299,4472-4816-681-532,1
H-5939768,EBYC3477,4472-4458-6148-670,1
H-5942119,OKJN9896,4472-5477-8062-6404,1
H-5942631,GDWO9579,4472-1903-3326-5652,1
H-5966009,KDIB6152,4472-1612-4084-1342,1
H-5968451,VNRG2136,4472-7971-6592-368,1
H-5981025,ODUE9515,4472-7385-1444-6504,1
H-5983146,MIGJ1619,4472-5265-4897-5841,1
H-5988781,JCVB2149,4472-56-4459-6373,1
H-5992683,OJQC7919,4472-5932-2142-7162,1
H-6000594,GXIR7348,4472-6635-1985-9092,1
H-6001055,ZUFY4307,4472-6662-3589-3562,1
H-6003503,LOPB8219,4472-1072-2186-5146,1
H-6010016,QNSH6428,4472-5414-4198-1736,1
H-6026612,SPHU2000,4472-2761-3773-7415,1
H-6026774,HBYO3284,4472-6651-6-6484,1
H-6029933,LCRD4855,4472-9147-622-7281,1
H-6035559,POIZ4403,4472-5614-9867-1624,1
H-6040265,BBPY8381,4472-8243-4939-9230,1
H-6046732,EUQG8069,4472-6796-7832-2763,1
H-6051336,RUQW6077,4472-6287-153-2362,1
H-6052830,PMRG7955,4472-1596-6112-9457,1
H-6056910,VVMI9892,4472-4173-32-7880,1
H-6060203,TLJZ9111,4472-7962-3317-9099,1
H-6061397,WWTT9945,4472-4238-3578-5034,1
H-6065364,WDVX4457,4472-8117-8582-312,1
H-6066443,ERQT9018,4472-3353-9902-3655,1
H-6068604,RLJE4807,4472-4550-9685-2654,1
H-6074611,SNGW3755,4472-8087-5314-1938,1
H-6081057,XCMV7054,4472-6946-4450-5149,1
H-6083991,BZRE5088,4472-2888-8677-6699,1
H-6089493,WRPV4016,4472-4269-5135-3788,1
H-6090816,CEGW1160,4472-4988-8725-6535,1
H-6094551,ZRKO5555,4472-5882-8024-2767,1
H-6095182,WEDF4767,4472-5814-7245-3934,1
H-6096874,RBRA2982,4472-3676-9019-292,1
H-6105833,GMLN4633,4472-3247-1965-6617,1
H-6109863,THGI3309,4472-3200-8387-3991,1
H-6117193,WTXM8390,4472-9674-6402-4147,1
H-6118584,KDCV3062,4472-7074-2875-6445,1
H-6121108,PSDC5463,4472-1686-6287-3017,1
H-6122241,RBIY7971,4472-7837-7931-6804,1
H-6140249,JNLH4141,4472-9615-3776-2727,1
H-6144020,POUO2813,4472-8434-4837-6748,1
H-6148335,IRXD9173,4472-8309-7301-4848,1
H-6151223,EZCR6431,4472-7298-2486-1684,1
H-6152867,FZGK5772,4472-5338-8219-9036,1
H-6161538,KUDA2133,4472-840-5239-4567,1
H-6170304,OLJP9249,4472-6404-1627-8304,1
H-6173150,MJHW5914,4472-3333-8874-5099,1
H-6173150,MJHW5914,4472-3758-8675-6019,0
H-6180106,MENO7642,4472-6733-5440-5621,1
H-6181764,UQJS1301,4472-2473-9157-9344,1
H-6193412,VWPO8371,4472-5486-2170-6471,1
H-6198325,BZAQ2436,4472-1586-2806-2633,1
H-6206807,FCCY1598,4472-9954-4255-9889,1
H-6212238,GWHP3672,4472-2236-489-1149,1
H-6223227,NDPX5862,4472-4093-3234-9015,1
H-6229205,HBWO5352,4472-6288-9086-308,1
H-6229282,MLFU5741,4472-356-3550-3652,1
H-6234554,YDEU8903,4472-2068-1794-9436,1
H-6243981,XQKF7294,4472-9170-54-2646,1
H-6245681,MLRW3649,4472-5251-489-1850,1
H-6251671,HWEH1212,4472-8937-219-4142,1
H-6274906,FPFR3037,4472-3135-6369-2465,1
H-6277666,TYWT7295,4472-9516-6714-1919,1
H-6277713,ZBEB5577,4472-8657-8962-1269,1
H-6281636,DWZY7229,4472-6768-6543-6784,1
H-6283738,UCPB1202,4472-9946-9646-4221,1
H-6335897,LPDZ5248,4472-1046-895-7447,1
H-6337218,BPXE3526,4472-8885-7356-1310,1
H-6337219,MJPM4078,4472-5645-9901-9827,1
H-6352467,OPYC3612,4472-9285-2497-7310,1
H-6358153,DWDX9740,4472-3685-4871-6351,1
H-6373537,QPDD8628,4472-2279-8966-11,1
H-6375547,PCQG9317,4472-368-6357-4894,1
H-6379159,WCIA6069,4472-7012-4398-2655,1
H-6396159,IYMV6754,4472-6545-8562-4212,1
H-6402442,SJDD4891,4472-2190-8254-2746,1
H-6413498,SVAG2360,4472-6680-3720-9289,1
H-6415541,OMLX6983,4472-8395-3635-9346,1
H-6426864,HCWH8106,4472-2419-5948-951,1
H-6436613,TIJG7514,4472-3934-4170-3015,1
H-6439948,VDFS8327,4472-3607-5178-1619,1
H-6445937,KEDM8286,4472-529-2296-6940,1
H-6452158,VLHL8112,4472-1820-6744-2331,1
H-6455004,IZWQ8605,4472-137-7872-6558,1
H-6457585,EAGW4452,4472-3090-579-8781,1
H-6460996,WXBI1428,4472-4659-4493-7569,1
H-6467456,MEYD1720,4472-8982-79-8759,1
H-6471953,AMVU3398,4472-8822-8229-4426,1
H-6487764,GAIQ7197,4472-2353-5981-3097,1
H-6492061,TMCQ8610,4472-7819-3315-629,1
H-6519211,SOVM5118,4472-2131-7550-9658,1
H-6525220,DXWS3428,4472-4397-9340-2787,1
H-6540615,OZUW6934,4472-7914-1036-2831,1
H-6542448,YXWG2344,4472-6362-782-8969,1
H-6549431,ISBF6300,4472-529-2526-6416,1
H-6550463,SEVG9937,4472-1544-6225-7063,1
H-6555204,WCYE9850,4472-6333-419-9512,1
H-6560357,HMCX2780,4472-3400-735-1451,1
H-6562376,WCOX5452,4472-8134-7692-667,1
H-6568571,OTVX4909,4472-3403-7210-3586,1
H-6571823,IMIN5609,4472-510-8148-5767,1
H-6577019,SISK7961,4472-6451-7575-6440,1
H-6582659,YELF1167,4472-820-530-327,1
H-6585209,TPIU5578,4472-9951-2145-9584,1
H-6598548,RTVP7488,4472-8450-1496-1343,1
H-6608352,FPLJ5885,4472-8589-878-4863,1
H-6613355,RBYC3995,4472-8915-4731-7901,1
H-6648406,XKYB3317,4472-5866-6188-4367,1
H-6651105,BZEH9352,4472-5638-5420-3700,1
H-6658115,DPMF8246,4472-6129-2230-5132,1
H-6681444,CQCJ2217,4472-4076-2036-1936,1
H-6683689,MWSI6451,4472-9352-7305-5950,1
H-6684146,ARII3292,4472-5747-9955-8529,1
H-6684517,VEPT8333,4472-974-2437-0,1
H-6692520,FVKM7637,4472-2530-7571-6881,1
H-6702354,XLTT4567,4472-6090-1276-3790,1
H-6708248,BAKH5117,4472-7039-8417-5014,1
H-6708720,JNLR2005,4472-9139-1594-6188,1
H-6711822,GRNV4320,4472-2678-8269-7733,1
H-6715719,NDHO3451,4472-2981-9094-5823,1
H-6734072,KURR8793,4472-695-1123-799,1
H-6735007,MJTX3896,4472-3492-4308-5726,1
H-6740268,RTWJ6612,4472-3568-4522-2035,1
H-6745721,HVWC3592,4472-1086-2936-8786,1
H-6747814,XDSB1176,4472-406-8484-1379,1
H-6749104,IPWF5055,4472-1208-549-4830,1
H-6749373,VWYA9488,4472-1142-2301-7405,1
H-6751111,NZSI2709,4472-3646-4031-5371,1
H-6754538,DMYR1703,4472-1841-1485-3347,1
H-6758751,VNWI5365,4472-4274-5081-4796,1
H-6763961,YKVA9174,4472-4126-1284-5203,1
H-6771316,AYNS2397,4472-5009-149-8967,1
H-6778615,IMDK6104,4472-6039-6305-3427,1
H-6781456,LTWQ4522,4472-822-2301-1092,1
H-6794076,OMKW4793,4472-3495-7830-3116,1
H-6795002,SQNK6753,4472-271-7499-8739,1
H-6802479,GOTP7206,4472-3293-5185-4062,1
H-6804654,LIER6610,4472-3575-9613-9064,1
H-6805750,SQSO6759,4472-4476-485-5393,1
H-6814368,RLRL1330,4472-3451-1585-8895,1
H-6836603,ZKTM1175,4472-9991-3549-763,1
H-6836603,ZKTM1175,4472-2530-6884-5415,0
H-6840712,PUXV3896,4472-4387-9722-4506,1
H-6842289,SGRU1429,4472-3246-8261-5347,1
H-6853641,VKQF9969,4472-6508-6281-1441,1
H-6856445,PGKJ4687,4472-4300-8027-2482,1
H-6867248,QKVP3280,4472-3075-409-5830,1
H-6886952,DCZP5589,4472-164-8393-9261,1
H-6894420,QKVZ4294,4472-2555-9533-1519,1
H-6895234,SQVN9720,4472-4342-6126-8763,1
H-6899594,EFTY5218,4472-4340-9163-6731,1
H-6936369,JENV7879,4472-4146-2275-3765,1
H-6948998,HBBE3236,4472-9532-9981-9969,1
H-6956665,JXHV6591,4472-7277-9375-4734,1
H-6974688,BQTE9171,4472-8191-4142-2487,1
H-6974742,YCQA3405,4472-9005-7543-9089,1
H-6976590,MDGW9384,4472-9851-505-938,1
H-6982040,JIAG9805,4472-7773-2316-1910,1
H-6983141,EGZP2116,4472-1915-4775-5439,1
H-6985195,DXUL5146,4472-2283-9772-2506,1
H-7002234,LMLF8793,4472-3722-3485-485,1
H-7006656,FDXX4279,4472-2440-8881-6001,1
H-7009962,QQPK4673,4472-2439-6683-9933,1
H-7018886,JMXK2631,4472-1136-4718-6713,1
H-7023836,TMMA6731,4472-7958-9730-5087,1
H-7025145,LHWE7481,4472-6634-462-3793,1
H-7025812,VVBN5967,4472-1602-3888-9541,1
H-7035556,FLKY1481,4472-4134-4896-3242,1
H-7055585,VOUA3781,4472-3860-6282-5061,1
H-7058182,ZYUZ2601,4472-3406-8393-5178,1
H-7084038,GLVL6566,4472-8784-8078-5150,1
H-7089967,FKQI2466,4472-8258-1459-2951,1
H-7097027,VJNX5473,4472-871-2609-823,1
H-7108204,ZVZG3369,4472-3429-3931-696,1
H-7109819,UFNQ2848,4472-4852-3272-7734,1
H-7115339,IGIG5966,4472-8012-1230-6397,1
H-7123323,DPYO3981,4472-4219-6381-8326,1
H-7129818,LXJH3152,4472-3864-22-7018,1
H-7132335,YLMS7860,4472-5346-2991-4326,1
H-7138018,XRHE1704,4472-6534-2762-1797,1
H-7140014,THUB3422,4472-9071-3522-1790,1
H-7148611,RRCR7846,4472-2606-2309-6368,1
H-7157179,ZOYD6923,4472-2532-1401-734,1
H-7159716,RJXA7430,4472-9960-4184-5201,1
H-7164249,TJVN3147,4472-7038-6233-6559,1
H-7164847,ECUA3639,4472-4371-6768-9356,1
H-7168366,BCDM8553,4472-380-5294-942,1
H-7169608,NYWH8806,4472-9200-5216-9699,1
H-7170879,LPFE4844,4472-1842-7577-9155,1
H-7174057,WMQJ1694,4472-182-3946-7585,1
H-7175747,YVWN7810,4472-8316-3797-1934,1
H-7178685,EAZL2802,4472-7603-8677-8983,1
H-7179570,VTSF1210,4472-6813-5183-4972,1
H-7183328,NGUH3916,4472-5042-1703-8612,1
H-7187173,UHAT5917,4472-7197-6036-4706,1
H-7187203,PZJK4476,4472-1098-4971-3759,1
H-7199686,DSQI7379,4472-5418-4462-3681,1
H-7209981,TQOF5160,4472-8051-3159-625,1
H-7210675,CBSG3827,4472-8218-7626-6043,1
H-7216968,RSUT8378,4472-9405-5194-1982,1
H-7221985,FSHR3031,4472-6163-200-3831,1
H-7223658,LHBZ2593,4472-9417-1152-7126,1
H-7224209,CGRH6077,4472-5444-8824-2531,1
H-7225629,KLWS2719,4472-5348-6522-7679,1
H-7226334,CVNE2791,4472-6502-2084-1376,1
H-7231185,LCLH3868,4472-4248-9810-8089,1
H-7235298,ZXAD9026,4472-511-6125-1272,1
H-7240970,POBI4509,4472-6392-6463-7952,1
H-7246877,SOYU8294,4472-6172-6032-5824,1
H-7247709,ZOOF7640,4472-6959-5703-1709,1
H-7254120,NVVU4699,4472-1313-348-9935,1
H-7254374,MZUS7538,4472-1294-3368-68,1
H-7257754,BRAY9003,4472-8634-3039-4407,1
H-7260801,TNTI7259,4472-9052-8638-7536,1
H-7266765,FUGT9185,4472-9468-5685-5355,1
H-7269060,ZUTT9455,4472-8102-9564-5072,1
H-7275034,EXHU5527,4472-9040-2210-3328,1
H-7283434,KLID1348,4472-644-4323-5216,1
H-7284022,DYFO6160,4472-4759-482-717,1
H-7285818,FGIA4754,4472-3123-1464-9595,1
H-7285857,JQCX4694,4472-8197-5729-7232,1
H-7291739,NRCB8485,4472-4559-1796-4383,1
H-7300073,KKBF3191,4472-6476-2566-8926,1
H-7304685,SBZA5910,4472-1679-5734-2584,1
H-7304706,FNIO4495,4472-2984-7346-2101,1
H-7330003,HITP1412,4472-7738-2683-3668,1
H-7332208,KZOO4032,4472-9263-5090-3934,1
H-7340458,OZJY4365,4472-829-8982-8613,1
H-7350298,UGUM7555,4472-5098-505-1567,1
H-7356854,QJIR7610,4472-1713-4027-4799,1
H-7357605,SORZ6976,4472-1633-3893-5777,1
H-7362114,LDDS4409,4472-4-8495-4782,1
H-7369026,IFXP1320,4472-5516-4482-6128,1
H-7378248,YPPN3911,4472-9279-8519-6453,1
H-7379130,KIJJ5884,4472-323-6230-3935,1
H-7387212,UUIT9759,4472-8940-7646-8503,1
H-7393275,PTUJ9715,4472-6359-3491-7231,1
H-7418755,TYOU5496,4472-8691-4549-910,1
H-7418821,JOAW3039,4472-6058-7506-6913,1
H-7428265,ZENL4783,4472-5926-9555-9428,1
H-7430549,BYAY2959,4472-6162-1586-3756,1
H-7436913,KALA6647,4472-5414-5504-183,1
H-7450817,CLGW3951,4472-1232-8385-513,1
H-7457214,FEOG1890,4472-3424-2800-3262,1
H-7459090,TPGD7513,4472-4758-9592-6799,1
H-7460447,NQNH3364,4472-9952-1501-621,1
H-7469964,RJVX9323,4472-3523-8035-4463,1
H-7473354,SCZZ8201,4472-7080-9308-5546,1
H-7473354,SCZZ8201,4472-28-5461-7335,0
H-7474572,PYQB8276,4472-4030-5681-8890,1
H-7497598,TUSA9978,4472-129-7823-7728,1
H-7508755,PKMC8147,4472-4631-2604-4142,1
H-7515803,XMMJ8450,4472-7396-2218-3694,1
H-7519485,VFQD1863,4472-4982-6586-7295,1
H-7521256,YMRU6585,4472-3092-6901-9214,1
H-7528749,JKSX6233,4472-3089-3813-4517,1
H-7528847,YVEI4474,4472-999-757-7969,1
H-7538367,BWIQ9767,4472-3092-4832-5367,1
H-7551250,UWRM8110,4472-9487-9240-9331,1
H-7555916,ENLB9735,4472-3021-8434-1001,1
H-7563411,WSER4304,4472-3394-2649-9794,1
H-7565476,RNYB9608,4472-2195-8197-3962,1
H-7570691,DYBC7170,4472-7767-5077-781,1
H-7599940,SDNR9461,4472-261-6719-1572,1
H-7604148,PYVN6639,4472-9173-2923-9111,1
H-7607455,YWAC9152,4472-9493-4436-508,1
H-7637436,VFPW5373,4472-8867-9147-3293,1
H-7637713,JREB5332,4472-6394-4987-8517,1
H-7651257,KOGP7608,4472-3277-1006-8698,1
H-7651524,ZFTT3738,4472-1359-2663-1325,1
H-7656099,QUQU4410,4472-7663-3254-7282,1
H-7663766,IMMG9126,4472-8792-9022-1981,1
H-7668200,GPRY5571,4472-1724-697-6026,1
H-7681900,AFSQ9614,4472-1008-5489-4899,1
H-7691709,BPZL5058,4472-9976-3097-8630,1
H-7694837,ZRRM5318,4472-5120-1211-5708,1
H-7708354,YEQT8224,4472-2692-2878-7159,1
H-7710581,XZMD6327,4472-5977-4035-9677,1
H-7718302,OHVP6146,4472-4675-7749-1035,1
H-7722224,QPLO3504,4472-3535-1104-1942,1
H-7724313,FDWY8452,4472-8138-5263-2784,1
H-7730087,JWIZ1614,4472-8846-7700-6080,1
H-7745787,FHBC2483,4472-8652-111-2158,1
H-7758771,RLTY5705,4472-1193-8750-7540,1
H-7760227,XONM7759,4472-6089-7849-8872,1
H-7760594,PBPE3871,4472-9067-8158-5116,1
H-7772874,FJVD5049,4472-4114-7407-5284,1
H-7788538,YOME8514,4472-9616-2259-6296,1
H-7796847,HTUD3044,4472-8918-9013-1197,1
H-7799001,RTAK9006,4472-3219-6783-2084,1
H-7805650,ICTB9492,4472-9041-2480-1316,1
H-7811757,JQKY1976,4472-3759-6948-6329,1
H-7813607,WJKH5392,4472-1857-4649-2114,1
H-7826452,ZFQP8381,4472-7480-6267-1903,1
H-7834438,VVDF4851,4472-5423-7122-6632,1
H-7840382,VAIW6730,4472-160-5601-7521,1
H-7853706,ZEYU9972,4472-1928-74-9884,1
H-7858431,EHMA2741,4472-3551-5463-8503,1
H-7858605,DSBA9203,4472-5685-245-1275,1
H-7862861,KCUU7745,4472-7207-9147-9520,1
H-7884973,DIPY9996,4472-7722-9629-6777,1
H-7888165,UODP6961,4472-71-553-870,1
H-7888165,UODP6961,4472-3649-2522-2437,0
H-7897080,PZIC4905,4472-6432-2472-2083,1
H-7901631,OFUS9202,4472-483-790-8983,1
H-7909699,OMEH9611,4472-1048-502-1574,1
H-7914493,KZCL5054,4472-8781-4634-8491,1
H-7925130,QPXX5389,4472-9108-9384-493,1
H-7929729,LWNX6685,4472-917-2954-6782,1
H-7933575,MVGN1249,4472-1759-811-2654,1
H-7955209,BUTU8577,4472-7651-6493-4216,1
H-7955935,MGVE8372,4472-399-1343-1035,1
H-7963350,OGWX2096,4472-8407-189-5146,1
H-7964681,UMUQ4430,4472-7284-6124-8375,1
H-7972572,JXPX5971,4472-8720-7833-47,1
H-7991252,TIXD4944,4472-963-6808-4865,1
H-7992134,APQT4817,4472-8097-5033-2313,1
H-8002990,BRMU4914,4472-6315-6478-3149,1
H-8004910,SIIR5480,4472-9407-4905-29,1
H-8005388,ASVG5464,4472-4107-2766-2872,1
H-8008291,LQRB7255,4472-8813-3376-773,1
H-8011127,QCYL4552,4472-6128-3009-7829,1
H-8017918,XASP3276,4472-5074-8320-3354,1
H-8021963,DDIB1552,4472-9400-3396-7758,1
H-8034057,OJTE5532,4472-9109-8962-9248,1
H-8039577,HIUT4253,4472-7124-2264-6362,1
H-8046842,UDLJ7817,4472-4020-300-6182,1
H-8047520,NPYD6629,4472-7919-1242-3238,1
H-8055940,AYVK4546,4472-2522-227-329,1
H-8083952,QJRL6014,4472-9834-986-7071,1
H-8090052,GATZ1445,4472-546-9026-372,1
H-8102422,MNJU3770,4472-4786-9332-3295,1
H-8108753,GTWW7100,4472-9244-7192-2735,1
H-8119440,QPMW6462,4472-7812-2040-5300,1
H-8132537,HLXO2299,4472-4192-4798-3152,1
H-8138395,FJXH5708,4472-6185-9422-3676,1
H-8139032,PHMZ1650,4472-5536-4517-3286,1
H-8140648,HFOJ4534,4472-2791-7994-7239,1
H-8145655,XSQH4613,4472-1297-9100-3046,1
H-8149292,UJVS3473,4472-4605-8210-13,1
H-8154254,SLUC9253,4472-5105-5155-8604,1
H-8156489,JSOW8341,4472-3965-9685-5113,1
H-8158939,GQQE2570,4472-4361-1155-5760,1
H-8177792,LSUT6112,4472-2213-6295-1317,1
H-8177792,LSUT6112,4472-8355-1537-3286,0
H-8186382,ACTK7079,4472-1973-494-7578,1
H-8190977,RQTH1899,4472-3208-9586-788,1
H-8201981,AEOX2064,4472-535-5320-6282,1
H-8202365,AWOL4649,4472-5635-6987-4583,1
H-8203365,RVWX6523,4472-9358-1606-2042,1
H-8210002,XNVF5584,4472-2534-8520-2124,1
H-8216715,GUYZ8600,4472-1115-225-6050,1
H-8231687,UIAL7088,4472-5943-6966-4775,1
H-8231687,UIAL7088,4472-6391-3532-2855,0
H-8242649,BQUM6591,4472-8404-8619-7097,1
H-8248135,UJTB3305,4472-8173-2257-3112,1
H-8252837,JWOP1833,4472-1472-5738-6403,1
H-8258920,USHW6103,4472-8140-6645-6450,1
H-8262511,TPYI8763,4472-8823-8583-8447,1
H-8272055,RRDK7208,4472-1759-1216-9315,1
H-8283819,IWGP9145,4472-7491-405-899,1
H-8287117,OCBD3251,4472-7883-5734-6127,1
H-8293912,JKYZ9662,4472-7278-9104-3238,1
H-8301526,YIRU4442,4472-5659-443-1377,1
H-8306119,KDTY9034,4472-8732-5-2650,1
H-8311404,ORDR2905,4472-998-8954-4104,1
H-8311418,MTWQ2559,4472-9884-5905-3347,1
H-8311841,JHWS9589,4472-6742-6805-1616,1
H-8315454,GLEP8723,4472-458-4028-9097,1
H-8320998,CDIH1468,4472-9646-3907-4937,1
H-8327795,NYLX9445,4472-8233-6517-2660,1
H-8333907,ZADO9234,4472-6895-4714-3537,1
H-8333985,ZJJS4001,4472-6101-3597-3217,1
H-8341258,EFNJ2133,4472-3058-7547-8915,1
H-8341912,BSYY9894,4472-5436-4437-1083,1
